name,line
Kazuya Kinoshita,"But wait, she was trying to invite me over, right? "
Kazuya Kinoshita,I’ve totally got a shot! 
Kazuya Kinoshita,I can take her home instead! 
chan,Kazu-kun?! 
chan,You okay? 
Kazuya Kinoshita,"Oh, sorry. I guess I was drunker than I thought. "
chan,"Oh, I have water on me. "
chan,"Here, Kazu-kun. "
Kazuya Kinoshita,Damn…
Kazuya Kinoshita,Mami-chan smells so good! 
Kazuya Kinoshita,And she’s being nicer to me now than she ever was when we were dating. 
Kazuya Kinoshita,Mami-chan… 
Kazuya Kinoshita,Mami-chan…
Kazuya Kinoshita,The thought of other guys getting in your pants is sheer torture! 
chan,Do taxis even come down this way? 
Kazuya Kinoshita,You’ll never get a chance like this again. 
Kazuya Kinoshita,"Go for it, Kazuya!"
Kazuya Kinoshita,"Mami-chan… Do you wanna come over to my place now, maybe? "
chan,Huh? 
Kazuya Kinoshita,"W-Wait, I wasn’t implying anything by that! "
Kazuya Kinoshita,"Fish… Yeah, I wanna show you some new fish! "
Kazuya Kinoshita,It’s not like I’m being a creep because I’m still not over you or anything! 
Kazuya Kinoshita,"But, you know, every time I see you at college, you’re just so cute. "
Kazuya Kinoshita,"And your legs are so sexy, and I… "
chan,Kazu-kun… 
Kazuya Kinoshita,I… 
chan,I get it. 
chan,"Sorry about that. There, there. "
Kazuya Kinoshita,What’s wrong with me? 
Kazuya Kinoshita,I’m such trash. 
Kazuya Kinoshita,I keep pining for something I won’t get back. 
Kazuya Kinoshita,I even hurt Mizuhara over it. 
Kazuya Kinoshita,"Then I jumped to conclusions, made a move. "
Kazuya Kinoshita,"Got rejected again, and now she’s patting my head…"
Kazuya Kinoshita,But I just can’t help it! 
Kazuya Kinoshita,"Deep down, I still want her approval! "
chan,"Anyway, that’s one funny girl you’re dating. "
chan,"Just when I thought she was being awfully quiet, she had that outburst. "
chan,Does she have a few screws loose? 
chan,I find it hard to deal with someone who blows their lid over every little thing. 
chan,"She’s a tough type to hang with, and honestly, a little cringey. "
chan,"Hey, there’s nothing wrong with going by looks. "
chan,"But you’re a big boy now, so you should consider personality, too. "
Kazuya Kinoshita,She’s not like that. 
Kazuya Kinoshita,Mizuhara’s not the kind of girl you think she is. 
chan,"Wh-What’s the matter, Kazu-kun? "
chan,You’re scaring me a little. 
Kazuya Kinoshita,Sorry. I…
Kazuya Kinoshita,"I still like you, to be honest. "
Kazuya Kinoshita,It doesn’t even bother me when you diss me in public. 
Kazuya Kinoshita,I’m just happy you're still talking to me. 
Kazuya Kinoshita,"I mean, I seriously wanted to be the one to make you happy… forever. "
Kazuya Kinoshita,But…
Kazuya Kinoshita,Hearing you badmouth Mizuhara doesn't sit right with me. 
chan,"H-Hey, I wasn’t really… "
Kazuya Kinoshita,S-Sorry! 
Kazuya Kinoshita,Why did I do that? 
Kazuya Kinoshita,I’m sure she hates me now. 
Kazuya Kinoshita,"But right now, I just want to see Mizuhara… "
Kazuya Kinoshita,And apologise to her! 
Kazuya Kinoshita,Isn’t she home yet? 
Kazuya Kinoshita,Or is she mad at me? 
Kazuya Kinoshita,"Well, duh. "
Kazuya Kinoshita,"I kept pushing her to do things she didn’t want to, and then embarrassed her to boot. "
Kazuya Kinoshita,Why would she ever want to see my face again? 
Kazuya Kinoshita,Mizuhara? 
Kazuya Kinoshita,"Hey, uh…"
Chizuru Ichinose,I’m not mad or anything. 
Chizuru Ichinose,"Like I keep saying, I’m a rental girlfriend. "
Chizuru Ichinose,How you choose to deal with me is up to you. 
Chizuru Ichinose,Of course your ex would be more important. 
Chizuru Ichinose,So? Did you manage to get back with her? 
Kazuya Kinoshita,I didn’t. 
Kazuya Kinoshita,"Hell, I even went and got on her bad side. "
Kazuya Kinoshita,"I’m such scum, huh? "
Kazuya Kinoshita,Getting all pathetic over something that’s in the past… 
Kazuya Kinoshita,I even dragged you into it and hurt you.
Kazuya Kinoshita,"I'm so sorry, Mizuhara. "
Kazuya Kinoshita,I really don’t know what’s wrong with me. 
Chizuru Ichinose,It’s not pathetic. 
Chizuru Ichinose,Not being able to let go shows how much you care. 
Chizuru Ichinose,Much better than a relationship you can easily forget. 
Kazuya Kinoshita,Mizuhara? 
Chizuru Ichinose,Do you want to try continuing wit the rentals? 
Chizuru Ichinose,"Some nights, you may want to die if you don’t have company, and some goodbyes can only be healed by a “See you again.” "
Chizuru Ichinose,"If you want, I can give you both. "
Kazuya Kinoshita,Mizuhara! 
kun,"What’s up, man? "
Kazuya Kinoshita,"Well, uh, I’m just wondering if I should really even be here. "
kun,Yeah… Same group as last time and all.
Kazuya Kinoshita,"Mami-chan probably doesn't want me around, though. "
kun,"You’d be surprised, actually. "
chan,"We probably shouldn't invite Kazuya, huh? "
chan,What? Why? 
chan,Kazu-kun and his girlfriend should come along! 
chan,It’s the beach! It’ll be hype! 
Kazuya Kinoshita,Is she not mad at me? 
chan,"Don’t worry about it, Kazu-kun. "
Kazuya Kinoshita,What an angel! 
kun,"So, Kazu-chin, you couldn’t get Chizuru-chan to come? "
Kazuya Kinoshita,"Huh? U-Uh, well, this happened on such short notice, you know."
kun,"You better have made up with her, man. "
Kazuya Kinoshita,Of course! 
Kazuya Kinoshita,"Extension fee, right. "
Kazuya Kinoshita,"Of course she’d be nice to a customer, huh? "
Kazuya Kinoshita,I can’t keep this up forever. 
kun,"Well, it’s between the two of you. "
kun,"I know just how hard you feel for Mami-chan, but still, you should really treat your current girlfriend right. "
Kazuya Kinoshita,He doesn't know anything. 
Kazuya Kinoshita,Of course I’d want to treat her right… if she were really my girlfriend. 
Kazuya Kinoshita,Why did she go out her way to say that? 
Kazuya Kinoshita,Mami-chan… in a swimsuit? 
Kazuya Kinoshita,What does she think about me and Mizuhara? 
Kazuya Kinoshita,Does inviting us mean she doesn’t mind us? 
Kazuya Kinoshita,I need to find out how she really feels. 
Kazuya Kinoshita,Even if I tell her I broke up with Mizuhara. 
Kazuya Kinoshita,I’m sure gran will accept it if I have Mami-chan with me. 
Kazuya Kinoshita,I need to get with Mami-chan on this trip. 
Kazuya Kinoshita,I’ll leave my aimless rental life here in Izu! 
chan,Nope. 
chan,"Oh, man! I’m starting to get excited! "
chan,"I mean, we’re at the beach! Let’s enjoy this! "
Chizuru Ichinose,Oh… coming!
chan,Kazu-kun.
chan,Well? Enjoying yourself? 
Kazuya Kinoshita,"Y-Yeah, I’m loving it! "
chan,Summer in the first year of college only come once. 
chan,Not enjoying it would be an insult to life itself. 
Kazuya Kinoshita,Wait I’ll regret it forever if I don’t look. 
chan,"Do you want some, too? "
Kazuya Kinoshita,"Huh? Yeah, sure. "
Kazuya Kinoshita,I would've liked to get two more angles. 
chan,"Oh, right. "
chan,Sorry about the other day. 
chan,"We may have been drinking, but I shouldn’t have said all that. "
chan,That was insensitive of me. 
Kazuya Kinoshita,What? I shouldn’t have said what I did- 
chan,Nah.
chan,Your girlfriend was absolutely right. 
chan,I was being awful.
Kazuya Kinoshita,I didn’t know she was worrying about it. 
Kazuya Kinoshita,She really is a nice girl. 
chan,"We only went out for a month, but I made so many memories! "
Kazuya Kinoshita,Really? 
chan,"We went to and amusement park, to Skytree, and to Tokyo Dome. "
Kazuya Kinoshita,Yeah. 
chan,"We even kissed in the heat of a moment, just the once. "
Kazuya Kinoshita,Her lips were so soft… 
chan,Do you remember? 
Kazuya Kinoshita,H-Huh? 
chan,We even picked a name of our future kid. 
Kazuya Kinoshita,"M-Maya, right? "
chan,"Yeah, Maya! "
chan,We took a syllable each from both of our names. 
chan,And decided to use it whether we had a boy or a girl. 
chan,And when I asked you how many kids you’d like. 
chan,You said you wanted enough to fill up a soccer team. 
Kazuya Kinoshita,"H-Hey, the more the m-m-merrier, right? "
chan,"Yeah, but my body has to keep up! "
Kazuya Kinoshita,Keep up? Keep up with what!? 
chan,I’m sure that would’ve been fun. 
chan,"But your girlfriend is a nice girl, and you two seem very in love. "
chan,"Maya can never be born now, huh? "
Kazuya Kinoshita,Mami-chan? 
Kazuya Kinoshita,It’s not what you think. Mizuhara’s a rental girlfriend. 
Kazuya Kinoshita,I’m paying her to be with me. 
Kazuya Kinoshita,She and I have no future together. 
Kazuya Kinoshita,I want to be with you…
Kazuya Kinoshita,Hey! 
Kazuya Kinoshita,"The truth is, Chizuru and I are really…"
kun,What’s up? Do you know her? 
Kazuya Kinoshita,What’s Mizuhara doing here?! 
Kazuya Kinoshita,"Wait, “Mizuhara”?"
Kazuya Kinoshita,"No, that’s Ichinose! "
Kun,I know the other two from literature. Kwanaka-san and… Ichihara san? 
Chizuru Ichinose,It’s Ichinose.
Kun,Oh sorry! 
Kazuya Kinoshita,Nobody’s realised that Ichinose is Mizuhara? 
kun,"Wait, don’t Kazuya and Ichinose-san know each other? "
Kazuya Kinoshita,"What? Oh, uh…"
Chizuru Ichinose,"It’s our first time speaking, isn’t it, Kazuya-san? "
Kazuya Kinoshita,N-Nice to meet you. 
kun,I don’t believe it! 
kun,"I mean, are you really… "
Kazuya Kinoshita,B-Busted?! 
kun,Wearing glasses at the beach?! 
Kazuya Kinoshita,His brain’s what’s busted! 
Chizuru Ichinose,"Let’s go, Yoko. "
san,"Yeah, okay."
Kazuya Kinoshita,Thank goodness. 
Kazuya Kinoshita,"She must have been freaking out, too. "
Kazuya Kinoshita,Mizuhara Chizuru’s got nerves of steel. 
chan,"Kazu-kun, Kazu-kun. "
chan,What were you about to say? 
chan,You two are really… what? 
Kazuya Kinoshita,"O-Oh, that wasn’t… "
chan,I wanna know. 
chan,Tell me. 
chan,Tell me the truth about you and your girlfriend. 
Kazuya Kinoshita,"W-Well, the thing is…"
kun,"Kazuya, we’re playing to see who goes shopping. "
Kazuya Kinoshita,C-Coming. 
Kazuya Kinoshita,I suck so much.
Kazuya Kinoshita,I need to tell Mami-chan the truth if I want to know how she really feels. 
Kazuya Kinoshita,But if I tell them about the rental girlfriend thing… 
kun,"I’m so sorry I let this happen, Nagomi-san!"
chan,"Y-Yeah, well, you are a virgin. "
chan,And virgins gonna virgin. 
Kazuya Kinoshita,I wouldn't be able to live after that! 
Kazuya Kinoshita,"Oh, sorry, I forgot to lock the door. "
Chizuru Ichinose,What are you playing at? Didn't you agree to stay away from me?! 
Kazuya Kinoshita,Why are you in Shimoda? 
Chizuru Ichinose,Right back at you! 
Chizuru Ichinose,"My friends wanted to hit the beach, and I was forced to tag along. "
Chizuru Ichinose,"So, what do you want? "
Kazuya Kinoshita,Um… 
Chizuru Ichinose,I’m not lending you any money. 
Kazuya Kinoshita,What do you think I am? That’s not it. 
Chizuru Ichinose,Then what? 
Kazuya Kinoshita,Why did you say what you did last time? 
Chizuru Ichinose,I didn’t mean anything by it. 
Chizuru Ichinose,"You seemed to be down in the dumps, so I told you it was okay to rent a girlfriend to heal after getting dumped, is all."
Kazuya Kinoshita,Oh…
Kazuya Kinoshita,So she was only saying that as a rental girlfriend. 
Kazuya Kinoshita,But she’s definitely still a nice girl. 
Kazuya Kinoshita,"That’s a relief, then."
Kazuya Kinoshita,"Well, uh, I’m getting pretty cozy with Mami-chan right now. "
Kazuya Kinoshita,I might actually have a chance. 
Chizuru Ichinose,Really? Good for you. 
Kazuya Kinoshita,"You were just a rental girlfriend, so I did think it’d be weird to say this… "
Kazuya Kinoshita,"But, hey, we’re Wednesday partners and all, and you’ve been so nice to me. "
Kazuya Kinoshita,I was a little worried you might take offence if I got back with Mami-chan. 
Kazuya Kinoshita,"Man, I really can’t thank you enough…"
Chizuru Ichinose,Let’s get one thing straight! 
Chizuru Ichinose,Me and you are rental girlfriend and client! 
Chizuru Ichinose,I have zero interest in you! 
Chizuru Ichinose,I was just being nice to you out of pity! Does your brain misinterpret everything?!
Chizuru Ichinose,Don’t come talking to me about crap like that! Have you no self-preservation instincts?! 
Chizuru Ichinose,Talking to you fries my brain…
Kazuya Kinoshita,"Hey, that’s going too far. "
Kazuya Kinoshita,I was trying to express my thanks. 
chan,Kazu-kun? Are you in there? 
Chizuru Ichinose,You go! What other choice do we have?! 
Kazuya Kinoshita,"H-Hey, what brings you here? "
chan,I’d thought I’d help you with the shopping. 
chan,Is someone’s inside? I heard voices…
Kazuya Kinoshita,"Nah, nobody! I-I was on the phone! "
chan,Liar. You left your phone back on the table. 
Kazuya Kinoshita,I don’t have it! 
chan,"Sheesh, boys are such lousy liars. "
chan,"Especially you, Kazu-kun. "
Kazuya Kinoshita,I’m done! 
Kazuya Kinoshita,"If she sees Ichinose in there, she’ll realise she and Mizuhara are the same person! "
Chizuru Ichinose,"We meet again. It’s me, Mizuhara Chizuru. "
chan,Th-The girlfriend? 
kun,Chizuru-san?! 
Kun,Venus! 
kun,Y-You were here? 
Chizuru Ichinose,Y-Yes. 
kun,Why are you barefoot? Where are your shoes? 
Chizuru Ichinose,I left them at the beach. 
kun,"Ah, so you can be forgetful at times? "
Kazuya Kinoshita,"Wait, why’d  you guys even come here? "
kun,We got extra orders! 
kun,C’mon Kazuya! You should've told me you invited her! 
Kazuya Kinoshita,"Yeah, I did. "
kun,Huh? But wasn’t she supposed to be busy with something? 
Kazuya Kinoshita,V-Visiting family!
Kazuya Kinoshita,"She’s from Shimoda, you see. "
Kazuya Kinoshita,A-And she got some free time.
Kazuya Kinoshita,"So I was like, wanna meet up?"
kun,Really? 
Chizuru Ichinose,"Y-Yes, something like that. "
kun,"Kazuya, what were you and her doing in the restroom? "
Kun,Were you doing her? Is that it?! 
Kazuya Kinoshita,"U-Uh, no, nothing…"
kun,Are you insane? 
kun,"I told you your sex life would be ruined if you lost your virginity to her, didn’t I?! "
Kun,No sex until she’s confirmed your partner for life! 
Kazuya Kinoshita,Why are you two so obsessed with this?! 
kun,"Listen, just don’t do it! "
kun,Don’t do her! 
kun,So scary… 
chan,I’m glad you’re here. I’ve been wanting to apologise about last time. 
chan,I’m sorry. 
Chizuru Ichinose,"Oh, I’m sorry about what I said, too. "
chan,Oh shoot! I need to make a phone call! 
kun,Sure. 
Random guy,"Wow, you're cute. "
Random guy,S-Sorry! Never mind! 
Kazuya Kinoshita,What? 
Chizuru Ichinose,I’m leaving. Think up some excuse. 
Kazuya Kinoshita,Huh? Already? 
Chizuru Ichinose,We can’t risk it anymore. 
Kazuya Kinoshita,You’re the one who showed up as Mizuhara. 
Chizuru Ichinose,What choice did I have? 
Chizuru Ichinose,"Besides, we could’ve avoided this if you’d just told them we’d broken up already! "
chan,"What, sneaking off to talk? "
chan,You two are so lovey-dovey. 
chan,"Come on, let’s go."
Chizuru Ichinose,Huh? Uh…
Kazuya Kinoshita,"Sh-She was a sheltered rich girl, and she’s still a little frail because of it! "
Kazuya Kinoshita,She doesn't know much about hangout spots and stuff. 
kun,Is that so? 
Chizuru Ichinose,Y-Yes… Cough. 
kun,You are really fair skinned… 
Kazuya Kinoshita,I-I randomly hit on her in Shibuya! 
Chizuru Ichinose,I-I guess…
Kazuya Kinoshita,No way. My nerves can’t handle this. 
Kazuya Kinoshita,I’m gonna go wash off all this sand. 
Chizuru Ichinose,He’s running away?! 
Kazuya Kinoshita,Well yeah…
Kazuya Kinoshita,She’s a top-ranked beauty in anybody’s eyes. 
Kazuya Kinoshita,Way out of my league. 
Kazuya Kinoshita,And I made here pretend to be my girlfriend again. 
Kazuya Kinoshita,Paying here might not get me off the hook this time. 
Kazuya Kinoshita,"Forgive, Mizuhara. "
Kazuya Kinoshita,"Once this trip’s ever, I’ll tell them. "
Kazuya Kinoshita,I’ll tell Gran and these guys we broke up. 
Kazuya Kinoshita,I bet Mami-chan’s totally disgusted with me. 
Kazuya Kinoshita,Who calls their girlfriend to a trip with friends? 
chan,Kazu-kun! 
Kazuya Kinoshita,Mami-chan? 
chan,I lost my bracelet. 
Kazuya Kinoshita,What? That sucks! 
chan,Yeah! It was really expensive! 
chan,It should still be around here.
Kazuya Kinoshita,Y-Yeah…
chan,Whoa. 
chan,"Awfully clumsy today, eh? "
Kazuya Kinoshita,"Hey, wai- "
Chizuru Ichinose,"I-I am, sorry. "
Chizuru Ichinose,"Well, I trust Kazuya-san. "
chan,"Act normally when we're with the other, okay? "
chan,"Hey, I found my bracelet!"
Chizuru Ichinose,"Oh, I'm just feeling kind of warm. "
chan,"Your turn, Kibe-chan."
kun,All right! What are my options here?
chan,"Forgive me, Kazu-kun. "
chan,I couldn't control myself anymore.
Kazuya Kinoshita,Like hell I could forget that!
Kazuya Kinoshita,She couldn’t control herself? So she kissed me? 
Kazuya Kinoshita,Doesn't that mean she likes me?! 
Kazuya Kinoshita,"It looked like it was all over when Mizuhara showed up, but what if it only fanned Mami-chan’s flames even more? "
Kazuya Kinoshita,This is it!
Kazuya Kinoshita,She want me back! 
Chizuru Ichinose,Kazuya-san! 
chan,Let’s pick up where we left off. 
Kazuya Kinoshita,Not even in death shall we part.
Kazuya Kinoshita,"Sorry, gotta take this. "
Chizuru Ichinose,"Ugh, I might really be coming down with a cold. "
Kazuya Kinoshita,Hello? 
Grandma Nagomi,Gah! My ships all sank!
Grandma Nagomi,"Hard mode is such hell! I spent 30,000 yen on the gacha, too!"
Kazuya Kinoshita,"Oh, that’s too bad. Later. "
Grandma Nagomi,"Whoa, hold up, Kazuya. "
Kazuya Kinoshita,What is it? 
Grandma Nagomi,I’m going to be discharged next week. 
Grandma Nagomi,All the tests are finally done\. 
Grandma Nagomi,Now I can come see Chizuru whenever I want. 
Kazuya Kinoshita,That’s great! 
Grandma Nagomi,"Bye, Gah…"
Kazuya Kinoshita,O-Okay…
Kazuya Kinoshita,"Discharged, huh? "
Kazuya Kinoshita,I’m glad it wasn’t anything major.
Kazuya Kinoshita,But… I’ve been deceiving Grandma all this time. 
Chizuru Ichinose,Huh? I-I couldn't say…
Chizuru Ichinose,"I-It’s pretty far away, though. "
Chizuru Ichinose,U-Uh…
Chizuru Ichinose,I-I don’t know…
kun,Cut it out. You’re putting her on the spot. 
Kazuya Kinoshita,W-Well…
Kazuya Kinoshita,"Sorry I’ve been lying to you, Gran! "
Kazuya Kinoshita,But I’ll introduce you to my real girlfriend soon! 
Kazuya Kinoshita,This fake relationship with Mizuhara ends now. 
Kazuya Kinoshita,"Thanks for everything, Mizuhara. "
Kazuya Kinoshita,Th-The thing is…
Kazuya Kinoshita,Chizuru and I were actually talking about breaking up. 
Kazuya Kinoshita,So that’s kind of an awkward question to answer. 
Kazuya Kinoshita,"I-I know it’s not a great time to bring this up, but you know. "
Kazuya Kinoshita,"Right, Chizuru?"
Chizuru Ichinose,Th-That’s right. 
Kun,"W-Wait, why?! "
Kazuya Kinoshita,W-We just kinda got the blues after a while. You know how it goes.
Kazuya Kinoshita,Th-This is for the best.
Kazuya Kinoshita,I said I’d leave my aimless rental girlfriend life here in Izu! 
chan,Kazu-kun! 
kun,"Kazu-chin, you ain’t supposed to let your dick dictate your love life. "
Kazuya Kinoshita,What makes you think you can just sock me like that?! 
kun,"Now you’ve done it, jerk! "
Kazuya Kinoshita,Your balding ass is the one that started it! 
kun,"My hairline’s just a little shy, is all!"
Kazuya Kinoshita,"Yeah, that’s called balding! "
kun,"Oh, it’s on, you total nitwit! "
Kazuya Kinoshita,Say what?! 
Kazuya Kinoshita,"O-Ow… Wait, s-sorry! "
chan ,"Don’t hurt him, Kibe-chan! "
kun,"I’m so disappointed in you, Kazu-chin! "
kun,When did you become such a self-centred dirt bag?! 
kun,"Don't think I haven’t noticed you fawning over Mami-chan! Blues, my ass! "
kun,I bet Chizuru-san just dumped you because you’re being so wishy-washy! 
kun,"Yes, your brain’s a dumpster fire, but at least make it burn for your current flame! "
kun,"If you can’t treat the girl who chose to be with you right, you’re a lost cause! "
Kazuya Kinoshita,What would…
Kazuya Kinoshita,What would you know? 
Kazuya Kinoshita,You don't know shit! 
Kazuya Kinoshita,"You have no idea how much I liked Mami-chan, or how hurt I was when she dumped me! "
Kun,Chizuru-san’s right there! 
kun,"You’re no better, Mami-chan. "
kun,You know Kazu-chin’s a fool. 
kun,He jumps to conclusions. 
kun,Could you stop leading on a guy you dumped? 
chan,I wan’t trying to. 
Kazuya Kinoshita,"Kibe, you jerk! "
chan,Kazuya! 
chan,"Chizuru-san, you should probably leave for the day "
Chizuru Ichinose,I-I know. 
chan,Kazuya. 
chan,Restroom.
Chizuru Ichinose,You did well. 
Kazuya Kinoshita,Mizuhara? 
Chizuru Ichinose,You didn’t do anything wrong. 
Chizuru Ichinose,They don’t know the full story. Of course they don’t get it. 
Chizuru Ichinose,"Anyway, are you okay? Does it hurt?"
Kazuya Kinoshita,N-No.
Kazuya Kinoshita,I’ll make a booking for next week. 
Kazuya Kinoshita,No actual date. Just tell the agency we went to eat sashimi in Shimoda or something. 
Kazuya Kinoshita,And then we’re done. 
Kazuya Kinoshita,Gran’s getting discharged next week. 
Kazuya Kinoshita,She just called me. 
Kazuya Kinoshita,We don't need to go visit her every Wednesday anymore.
Chizuru Ichinose,That’s good to hear. 
Kazuya Kinoshita,Yeah. 
Chizuru Ichinose,"My grandma’s discharged next week, too. "
Kazuya Kinoshita,Really? 
Chizuru Ichinose,So it’s the perfect time to end this. 
Chizuru Ichinose,It won’t take people long to forget that we were ever a thing. 
Kazuya Kinoshita,"That was a pathetic display I put on back there, huh? "
Kazuya Kinoshita,I feel bad about just how much trouble I’ve caused you. 
Kazuya Kinoshita,Sorry. 
Chizuru Ichinose,"Hey, you came clean about the “breakup.” "
Chizuru Ichinose,That’s step one toward moving on. 
Chizuru Ichinose,"No matter what the others made of it, I saw it as a bold move. "
Chizuru Ichinose,I guess you can be a man if you try. 
Chizuru Ichinose,Goodbye then. 
Kazuya Kinoshita,Y-Yeah.
Chizuru Ichinose,Can I keep these sandals as a gift? 
Kazuya Kinoshita,Sure. 
Chizuru Ichinose,"Thanks, "
Kazuya Kinoshita,"It must’ve sucked for you, huh? "
Kazuya Kinoshita,Having to play the girlfriend of trash like me. 
Chizuru Ichinose,Sheesh. Pull yourself together. 
Chizuru Ichinose,This is my job. 
Chizuru Ichinose,It was fun. 
Chizuru Ichinose,"I had fun, really. "
Kazuya Kinoshita,Wow. 
Kazuya Kinoshita,You’re something else. 
Chizuru Ichinose,Dumbass. 
Chizuru Ichinose,Yikes.
Chizuru Ichinose,And all my stuff’s still in the restroom there…
kun,Chizuru-san. 
Chizuru Ichinose,Kibe-san? 
kun,Do you have time to chat? 
Kazuya Kinoshita,"She showed up at noon, so two hours? "
Kazuya Kinoshita,Add to that the train fare to Shimoda…
Kazuya Kinoshita,Twenty-five thousand yen! That’s a lot! 
Kazuya Kinoshita,This always burns a hole in my wallet. 
Kazuya Kinoshita,But given all I put her through even twice that wouldn't make up for it. 
Kazuya Kinoshita,Damn that Kibe…
Kazuya Kinoshita,Who punches a guy before getting the full story? 
Kazuya Kinoshita,Just how undeserving does he think I am of Mizuhara?! 
Kazuya Kinoshita,"I know, I know. "
Kazuya Kinoshita,"Well, I did show her off to him a lot.  "
Kazuya Kinoshita,"You reap what you sow, I guess. "
Kazuya Kinoshita ,"You’re so stupid, Kibe."
Kazuya Kinoshita,You should know there’s no way Mizuhara would go out with me for real. 
Kazuya Kinoshita,You just don’t get it man. 
kun,Can I drop the formalities? 
Chizuru Ichinose,"Y-Yes, go ahead. "
Kazuya Kinoshita,What? Kibe and Mizuhara?! 
Kazuya Kinoshita,What are they doing by themselves? 
Kazuya Kinoshita,And things seem kinda awkward!
Kazuya Kinoshita,"Wait, is he asking her out? "
Kazuya Kinoshita,"Yeah, no. "
kun,Are you and Kazuya really breaking up? 
Chizuru Ichinose,W-We are. 
kun,"Oh,"
kun,I’ve known him since we were kids. 
kun,"I’ve watched him his entire life, including what a flop he is with the ladies. "
kun,"Well, I almost gave up on him when he got rejected three times in one month, though. "
kun,"By the same girl, no less. "
Kazuya Kinoshita,Why bring that up?!
kun,So I honestly couldn't believe my eyes when he showed up with a cutie like you.
kun,"He’s trash, isn’t he? "
kun,"He’s a wish-washy moron who always needs others to clean up his messes, but he still believes everything will work out for him."
Kazuya Kinoshita,Hey! Tell him he’s wrong!
kun,"But sometimes, I think it’s a real talent to be so stupidly optimistic. "
kun,"Once, in grade school, our class was growing morning glories over the summer. "
kun,But I knocked over his planter by accident. 
kun,I couldn't tell where the seeds had flown off to. 
kun,I just grabbed the dirt laying around and put it back. 
kun,"Amazingly, his sprouted first. "
kun,"It was clearly just a weed, but he was adamant that it was a morning glory. "
kun,"The teacher tried to stop him, but he showed up first every morning to water it. "
kun,And he even kept a journal for it. 
kun,"What a moron, right?"
Chizuru Ichinose,Absolutely. 
kun,"I felt bad about the whole thing, and decided to apologise to him once summer break ended. "
kun,But then… 
kun,What do you think happened? 
kun,The plant blossomed. 
kun,Into a flower prettier than anyone else’s.
kun,It was a rare flower called “Hibiscus t-something-num.”
kun,It won him the gold medal in our research project. 
kun,"He was sad because it wasn't a morning glory, but I was mad jealous of that flower. "
kun,It never would've bloomed if he’d given up and stopped watering the plant. 
kun,Reality’s always out to grind us down. 
kun,"The rent’s through the roof, the neighbourhood strays always poop by your front door, the manga you love goes out with a whimper, and stuff. "
kun,But you know what? 
kun,"When you let reality win and stop dreaming, you die inside. "
kun,"When you stoop up for Kazu-chin at the pub, I thought he’d finally found someone who noticed his positives."
kun,I don't know what happened between the two of you…
kun,"But if you’ve just grown sick of him being a dumbass, could you give him another chance? "
kun,"If her ever pisses you off, I’ll beat him up for you. "
kun,"He’s not a bad guy, honestly. "
kun,"In the end, I know he’ll make sure you don’t regret it. "
kun,"Oh, here. I bought these at the convenience store. "
kun,I figured you two needed some alone time.
Chizuru Ichinose,"Oh, I couldn’t possibly accept them!"
kun,Don't worry about it. Let me do this for you. 
kun,"My best bud landed the best girl, but I’d done nothing to congratulate you two."
kun,Kazuya?
Chizuru Ichinose,He’s running?! 
Kazuya Kinoshita,"Hey, I’m sorry…"
Kazuya Kinoshita,I’m sorry I hit earlier! 
kun,"Shut it, you dolt. "
kun,"Well, I’ll leave you two to it."
Kazuya Kinoshita,"Hey, wai- "
Kazuya Kinoshita,A-Awkward!
Chizuru Ichinose,This one’s yours. 
Kazuya Kinoshita,Right…
Kazuya Kinoshita,"Mizuhara, uh… "
Kazuya Kinoshita,I’ll go. 
Chizuru Ichinose,I can’t say no after that speech he gave. 
Chizuru Ichinose,"If it’s just us on the ferry, we won’t have to worry about putting on an act. "
Kazuya Kinoshita,A-Are you sure? What about your friends? 
Chizuru Ichinose,I’ve been gone two hours now. 
Chizuru Ichinose,"At this point, all I can do is call them and say I left because I felt sick."
Kazuya Kinoshita,Oh… Sorry again.
Chizuru Ichinose,But this really is the last time. 
Chizuru Ichinose,"Kibe-san doesn't know our situation, so he’ll accept it if you tell him we talked it out and decided to break up. "
Kazuya Kinoshita,"Y-Yeah, you're right. "
Chizuru Ichinose,"It’s the last time. After this, we’re done. "
Kazuya Kinoshita,Y-You okay? 
Kazuya Kinoshita,Are you actually sick? 
Chizuru Ichinose,I’m fine. It’ll go away after a night’s rest. 
Chizuru Ichinose,I’m more than happy doing this to hep get your story straight. 
Chizuru Ichinose,I don't want this whole thing hanging over future jobs. 
Kazuya Kinoshita,Sorry… I didn’t expect it to turn into such a big deal. 
Chizuru Ichinose,"Like I said, you did nothing wrong."
Chizuru Ichinose,"You can’t get over your ex, right? "
Chizuru Ichinose,Then go get her back will all you’ve got. 
Chizuru Ichinose,"If there’s something you want, you have to go all out to claim it for yourself. "
Chizuru Ichinose,Life’s more fun that way. 
Kazuya Kinoshita,Mizuhara? 
Chizuru Ichinose,"Anyway, I’ll be inside. "
Kazuya Kinoshita,"Thank you, Mizuhara. "
Kazuya Kinoshita,You’ve given me courage. 
Kazuya Kinoshita,"Once I get off this ferry, "
Kazuya Kinoshita,I’m gonna ask Mami-chan out! 
Kazuya Kinoshita,I’ll clean up the rest of this mess myself. 
Kazuya Kinoshita,I’ll talk to everyone and make sure they get it.
Kazuya Kinoshita,Sorry you had to do all this for us. 
